"fid,N,10,0","c_Degrees,N,24,15","xcoord,N,24,15","ycoord,N,24,15","EM_HK_1250,N,21,5","2516_19HA,N,21,5","2515_19HD,N,21,5","31251837HD,N,21,5","2516_19HD,N,21,5","6251819HD,N,21,5","EM_HKA_125,N,21,5","31251537HD,N,21,5","2517_19HD,N,21,5","2517_19HA,N,21,5","6251619HD,N,21,5","EM_HK_2500,N,21,5","6251619HA,N,21,5","EM_HKA_250,N,21,5","6251519HD,N,21,5","6251719HA,N,21,5","6251719HD,N,21,5","2516_37HA,N,21,5","2516_37HD,N,21,5","31251637HD,N,21,5","31251637HA,N,21,5","2517_37HA,N,21,5","31251737HD,N,21,5","31251737HA,N,21,5"
0.0000,2.9150,-57.8601,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9175,-57.8576,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9200,-57.8551,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9225,-57.8526,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9250,-57.8501,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9275,-57.8476,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9300,-57.8451,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,248.4600,253.3626,256.1900,247.2200,252.2500,255.5500,259.3543,259.7200,256.3646,253.9300,259.9800,254.6700,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9325,-57.8426,-37.2746,254.5774,252.9200,256.5800,256.8500,243.4700,245.8900,253.3626,256.1900,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,255.7100,258.4600,260.7700,254.9300,260.0200
0.0000,2.9350,-57.8401,-37.2746,254.5774,252.9200,256.5800,255.9700,243.4700,245.8900,253.3626,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9375,-57.8376,-37.2746,254.5774,252.9200,256.5800,255.9700,243.4700,245.8900,253.3626,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9400,-57.8351,-37.2746,254.5774,252.9200,256.5800,255.9700,243.4700,245.8900,253.3626,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9425,-57.8326,-37.2746,254.5774,252.9200,256.5800,255.9700,243.4700,245.8900,253.3626,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9450,-57.8301,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9475,-57.8276,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9500,-57.8251,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9525,-57.8226,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9550,-57.8201,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9575,-57.8176,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9600,-57.8151,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9625,-57.8126,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9650,-57.8101,-37.2746,255.1145,252.9200,256.5800,255.9700,243.4700,245.8900,255.8723,256.3700,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.1000,258.4700,260.7700,255.7200,260.2300
0.0000,2.9675,-57.8076,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9700,-57.8051,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9725,-57.8026,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9750,-57.8001,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9775,-57.7976,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9800,-57.7951,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9825,-57.7926,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9850,-57.7901,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9875,-57.7876,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9900,-57.7851,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9925,-57.7826,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9950,-57.7801,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,245.8900,255.8723,256.3000,247.2200,252.2500,255.8500,259.3543,260.0100,256.3646,254.9500,261.0300,254.2200,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,2.9975,-57.7776,-37.2746,255.1145,252.9200,256.5800,255.4900,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,256.8100,258.3700,260.7700,256.0400,260.4300
0.0000,3.0000,-57.7751,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0025,-57.7726,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0050,-57.7701,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0075,-57.7676,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0100,-57.7651,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0125,-57.7626,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0150,-57.7601,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0175,-57.7576,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0200,-57.7551,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0225,-57.7526,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0250,-57.7501,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0275,-57.7476,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0300,-57.7451,-37.2746,255.1145,252.9200,256.5800,255.0100,243.4700,243.4800,255.8723,256.4900,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,257.4500,258.3700,260.7700,256.4800,260.8200
0.0000,3.0325,-57.7426,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0350,-57.7401,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0375,-57.7376,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0400,-57.7351,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0425,-57.7326,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0450,-57.7301,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0475,-57.7276,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0500,-57.7251,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0525,-57.7226,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0550,-57.7201,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0575,-57.7176,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0600,-57.7151,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,243.4800,255.8723,256.3000,247.2200,252.2500,251.3800,259.3543,260.0600,256.3646,255.4400,261.7000,252.5500,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0625,-57.7126,-37.2746,255.1145,252.9200,256.5800,254.1400,243.4700,239.9900,255.8723,256.3000,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,258.2100,258.3700,260.7700,256.6200,261.0000
0.0000,3.0650,-57.7101,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0675,-57.7076,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0700,-57.7051,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0725,-57.7026,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0750,-57.7001,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0775,-57.6976,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0800,-57.6951,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0825,-57.6926,-37.2746,255.1145,252.9200,256.5800,253.5900,243.4700,239.9900,255.8723,256.1700,247.2200,252.2500,250.0900,259.3543,259.6400,256.3646,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0850,-57.6901,-37.2746,261.5961,252.9200,256.5800,253.5900,243.4700,239.9900,259.0205,256.1700,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0875,-57.6876,-37.2746,261.5961,252.9200,256.5800,253.5900,243.4700,239.9900,259.0205,256.1700,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0900,-57.6851,-37.2746,261.5961,252.9200,256.5800,253.5900,243.4700,239.9900,259.0205,256.1700,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0925,-57.6826,-37.2746,261.5961,252.9200,256.5800,253.5900,243.4700,239.9900,259.0205,256.1700,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0950,-57.6801,-37.2746,261.5961,252.9200,256.5800,253.5900,243.4700,239.9900,259.0205,256.1700,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.3000,258.3300,260.7700,256.5100,261.4900
0.0000,3.0975,-57.6776,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1000,-57.6751,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1025,-57.6726,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1050,-57.6701,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1075,-57.6676,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1100,-57.6651,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1125,-57.6626,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1150,-57.6601,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1175,-57.6576,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1200,-57.6551,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1225,-57.6526,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,239.9900,259.0205,256.0000,247.2200,252.2500,250.0900,258.3450,259.6400,258.4367,255.5300,261.7300,251.9200,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1250,-57.6501,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,236.6900,259.0205,256.0000,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1275,-57.6476,-37.2746,261.5961,252.9200,256.5800,252.6600,243.4700,236.6900,259.0205,256.0000,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,256.2200,258.1000,260.7700,256.3800,261.4300
0.0000,3.1300,-57.6451,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1325,-57.6426,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1350,-57.6401,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1375,-57.6376,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1400,-57.6351,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1425,-57.6326,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1450,-57.6301,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1475,-57.6276,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1500,-57.6251,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
0.0000,3.1525,-57.6226,-37.2746,261.5961,252.9200,256.5800,252.0500,243.4700,236.6900,259.0205,255.8400,247.2200,252.2500,248.3000,258.3450,258.2600,258.4367,255.7700,258.9100,250.6000,259.2900,250.6400,255.5800,258.4000,260.7700,256.2500,261.6600
