"fid,N,10,0","c_Degrees,N,24,15","xcoord,N,24,15","ycoord,N,24,15","EM_HK_1250,N,21,5","2516_19HA,N,21,5","2515_19HD,N,21,5","31251837HD,N,21,5","2516_19HD,N,21,5","6251819HD,N,21,5","EM_HKA_125,N,21,5","31251537HD,N,21,5","2517_19HD,N,21,5","2517_19HA,N,21,5","6251619HD,N,21,5","EM_HK_2500,N,21,5","6251619HA,N,21,5","EM_HKA_250,N,21,5","6251519HD,N,21,5","6251719HA,N,21,5","6251719HD,N,21,5","2516_37HA,N,21,5","2516_37HD,N,21,5","31251637HD,N,21,5","31251637HA,N,21,5","2517_37HA,N,21,5","31251737HD,N,21,5","31251737HA,N,21,5"
0.0000,0.6750,-60.1001,-37.2746,253.4221,260.5100,261.3900,261.7700,257.0400,259.9600,254.3351,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6775,-60.0976,-37.2746,253.4221,260.5100,261.3900,261.7700,257.0400,259.9600,254.3351,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6800,-60.0951,-37.2746,253.4221,260.5100,261.3900,261.7700,257.0400,259.9600,254.3351,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6825,-60.0926,-37.2746,253.4221,260.5100,261.3900,261.7700,257.0400,259.9600,254.3351,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6850,-60.0901,-37.2746,253.4221,260.5100,261.3900,261.7700,257.0400,259.9600,254.3351,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6875,-60.0876,-37.2746,253.4221,260.5100,261.3900,261.7700,257.0400,259.9600,254.3351,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6900,-60.0851,-37.2746,264.5943,260.5100,261.3900,261.7700,257.0400,259.9600,260.0220,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6925,-60.0826,-37.2746,264.5943,260.5100,261.3900,261.7700,257.0400,259.9600,260.0220,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6950,-60.0801,-37.2746,264.5943,260.5100,261.3900,261.7700,257.0400,259.9600,260.0220,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.6975,-60.0776,-37.2746,264.5943,260.5100,261.3900,261.7700,257.0400,259.9600,260.0220,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.7000,-60.0751,-37.2746,264.5943,260.5100,261.3900,261.7700,257.0400,259.9600,260.0220,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.7025,-60.0726,-37.2746,264.5943,260.5100,261.3900,261.7700,257.0400,259.9600,260.0220,261.1500,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,257.7100,262.4400,262.8400,258.0300,262.9000
0.0000,0.7050,-60.0701,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7075,-60.0676,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7100,-60.0651,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7125,-60.0626,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7150,-60.0601,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7175,-60.0576,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7200,-60.0551,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7225,-60.0526,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7250,-60.0501,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7275,-60.0476,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7300,-60.0451,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7325,-60.0426,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7350,-60.0401,-37.2746,264.5943,260.5100,261.3900,262.3600,257.0400,259.9600,260.0220,261.4700,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.2900,262.9400,262.8400,258.0300,263.1400
0.0000,0.7375,-60.0376,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,259.9600,260.0220,262.2400,256.9100,261.2100,257.9300,260.0437,261.5500,259.3523,261.2000,260.8700,257.5200,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7400,-60.0351,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7425,-60.0326,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7450,-60.0301,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7475,-60.0276,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7500,-60.0251,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7525,-60.0226,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7550,-60.0201,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7575,-60.0176,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7600,-60.0151,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7625,-60.0126,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7650,-60.0101,-37.2746,264.5943,260.5100,261.3900,262.7900,257.0400,260.7300,260.0220,262.2400,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,258.7800,263.3600,262.8400,258.3400,263.3600
0.0000,0.7675,-60.0076,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7700,-60.0051,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7725,-60.0026,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7750,-60.0001,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7775,-59.9976,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7800,-59.9951,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7825,-59.9926,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7850,-59.9901,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7875,-59.9876,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7900,-59.9851,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7925,-59.9826,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7950,-59.9801,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.7975,-59.9776,-37.2746,264.5943,260.5100,261.3900,263.1000,257.0400,260.7300,260.0220,262.3800,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.4400,263.8500,262.8400,258.7300,263.8900
0.0000,0.8000,-59.9751,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,260.7300,260.0220,262.4900,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8025,-59.9726,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,260.7300,260.0220,262.4900,256.9100,261.2100,258.7900,260.0437,261.9700,259.3523,261.5000,261.1900,258.2100,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8050,-59.9701,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8075,-59.9676,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8100,-59.9651,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8125,-59.9626,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8150,-59.9601,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8175,-59.9576,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8200,-59.9551,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8225,-59.9526,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8250,-59.9501,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8275,-59.9476,-37.2746,264.5943,260.5100,261.3900,263.5000,257.0400,261.3200,260.0220,262.4900,256.9100,261.2100,259.3700,260.0437,262.1900,259.3523,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8300,-59.9451,-37.2746,265.2647,260.5100,261.3900,263.5000,257.0400,261.3200,264.0739,262.4900,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,259.8000,264.2500,262.8400,258.8400,264.1600
0.0000,0.8325,-59.9426,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8350,-59.9401,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8375,-59.9376,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8400,-59.9351,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8425,-59.9326,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8450,-59.9301,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8475,-59.9276,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8500,-59.9251,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8525,-59.9226,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8550,-59.9201,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8575,-59.9176,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8600,-59.9151,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8625,-59.9126,-37.2746,265.2647,260.5100,261.3900,263.8200,257.0400,261.3200,264.0739,262.6200,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.0100,265.1300,262.8400,259.2800,264.5200
0.0000,0.8650,-59.9101,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.3200,264.0739,263.3300,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8675,-59.9076,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.3200,264.0739,263.3300,256.9100,261.2100,259.3700,267.6926,262.1900,265.5800,261.6700,261.4000,258.8900,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8700,-59.9051,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.9500,264.0739,263.3300,256.9100,261.2100,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8725,-59.9026,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.9500,264.0739,263.3300,256.9100,261.2100,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8750,-59.9001,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.9500,264.0739,263.3300,256.9100,261.2100,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8775,-59.8976,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.9500,264.0739,263.3300,256.9100,261.2100,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8800,-59.8951,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.9500,264.0739,263.3300,256.9100,261.2100,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8825,-59.8926,-37.2746,265.2647,260.5100,261.3900,264.0900,257.0400,261.9500,264.0739,263.3300,256.9100,261.2100,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,262.2200,259.0800,260.1300,265.4200,262.8400,259.8600,264.9200
0.0000,0.8850,-59.8901,-37.2746,265.2647,262.1000,262.2100,264.0900,259.2900,261.9500,264.0739,263.3300,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.1300,265.4200,264.9000,259.8600,264.9200
0.0000,0.8875,-59.8876,-37.2746,265.2647,262.1000,262.2100,264.0900,259.2900,261.9500,264.0739,263.3300,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.1300,265.4200,264.9000,259.8600,264.9200
0.0000,0.8900,-59.8851,-37.2746,265.2647,262.1000,262.2100,264.0900,259.2900,261.9500,264.0739,263.3300,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.1300,265.4200,264.9000,259.8600,264.9200
0.0000,0.8925,-59.8826,-37.2746,265.2647,262.1000,262.2100,264.0900,259.2900,261.9500,264.0739,263.3300,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.1300,265.4200,264.9000,259.8600,264.9200
0.0000,0.8950,-59.8801,-37.2746,265.2647,262.1000,262.2100,264.0900,259.2900,261.9500,264.0739,263.3300,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.1300,265.4200,264.9000,259.8600,264.9200
0.0000,0.8975,-59.8776,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
0.0000,0.9000,-59.8751,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
0.0000,0.9025,-59.8726,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
0.0000,0.9050,-59.8701,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
0.0000,0.9075,-59.8676,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
0.0000,0.9100,-59.8651,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
0.0000,0.9125,-59.8626,-37.2746,265.2647,262.1000,262.2100,264.3700,259.2900,261.9500,264.0739,262.8900,258.7300,261.7800,259.8300,267.6926,262.3900,265.5800,261.3100,261.7600,259.4000,265.0400,260.0600,260.2600,265.4900,264.9000,260.2400,265.2300
