deg,EM_H_KA_25,EM_H_K_25,EM_H_KA_12,F16_19HD,EM_H_KU_12,EM_H_KU_25,F16_37HD,EM_H_K_12
0.82,240.28627,243.20692,243.541,237.62999,236.52298,233.8647,242.72,239.48178
0.8225,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.825,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8275,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.83,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8325,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.835,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8375,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.84,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8425,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.845,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8475,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.85,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8525,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.855,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8575,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.86,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8625,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.865,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8675,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.87,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8725,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.875,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8775,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.88,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8825,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.885,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8875,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.89,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8925,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.895,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.8975,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9025,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.905,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9075,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.91,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9125,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.915,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9175,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.92,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9225,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.925,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9275,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.93,240.28627,243.20692,240.53055,237.62999,229.76816,233.8647,242.72,240.18646
0.9325,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.935,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9375,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.94,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9425,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.945,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9475,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.95,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9525,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.955,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9575,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.96,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9625,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.965,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9675,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.97,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9725,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.975,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9775,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.98,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9825,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.985,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9875,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.99,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9925,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.995,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
0.9975,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.0025,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.005,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.0075,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.01,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.0125,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.015,254.57446,256.09772,254.22765,237.62999,250.06775,250.5202,242.72,256.56735
1.0175,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.02,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.0225,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.025,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.0275,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.03,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.0325,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.035,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.0375,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.04,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.0425,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.045,254.57446,256.09772,254.22765,239.17999,250.06775,250.5202,245.48,256.56735
1.0475,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.05,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0525,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.055,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0575,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.06,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0625,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.065,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0675,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.07,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0725,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.075,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0775,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.08,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0825,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.085,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0875,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.09,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0925,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.095,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.0975,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1025,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.105,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1075,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.11,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1125,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.115,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1175,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.12,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1225,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.125,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1275,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.13,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1325,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.135,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1375,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.14,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1425,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.145,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1475,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.15,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1525,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.155,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1575,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.16,254.57446,256.09772,253.52959,239.17999,250.3587,250.5202,245.48,258.44092
1.1625,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.165,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1675,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.17,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1725,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.175,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1775,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.18,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1825,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.185,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1875,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.19,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1925,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.195,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.1975,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2025,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.205,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2075,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.21,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2125,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.215,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2175,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.22,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2225,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.225,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2275,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.23,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2325,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.235,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2375,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.24,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.2425,247.18839,247.63008,249.19835,239.17999,252.8755,241.01324,245.48,251.62984
1.245,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.2475,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.25,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.2525,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.255,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.2575,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.26,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.2625,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.265,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.2675,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.27,247.18839,247.63008,249.19835,240.98,252.8755,241.01324,246.00999,251.62984
1.2725,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.275,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.2775,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.28,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.2825,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.285,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.2875,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.29,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.2925,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.295,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.2975,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3025,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.305,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3075,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.31,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3125,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.315,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3175,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.32,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3225,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.325,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3275,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.33,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3325,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.335,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3375,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.34,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3425,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.345,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3475,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.35,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3525,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.355,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3575,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.36,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3625,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.365,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3675,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.37,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3725,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.375,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3775,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.38,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.3825,247.18839,247.63008,247.81952,240.98,237.52867,241.01324,246.00999,243.47539
1.385,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.3875,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.39,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.3925,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.395,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.3975,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4025,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.405,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4075,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.41,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4125,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.415,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4175,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.42,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4225,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.425,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4275,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.43,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4325,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.435,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4375,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.44,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4425,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.445,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4475,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.45,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4525,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.455,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4575,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.46,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4625,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.465,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4675,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.47,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.4725,255.02258,258.0239,250.8488,240.98,247.81902,253.57684,246.00999,255.95174
1.475,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.4775,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.48,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.4825,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.485,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.4875,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.49,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.4925,255.02258,258.0239,250.8488,242.18999,247.81902,253.57684,245.12999,255.95174
1.495,255.02258,258.0239,257.68741,242.18999,253.74747,253.57684,245.12999,260.31577
1.4975,255.02258,258.0239,257.68741,242.18999,253.74747,253.57684,245.12999,260.31577
1.5,255.02258,258.0239,257.68741,242.18999,253.74747,253.57684,245.12999,260.31577
1.5025,255.02258,258.0239,257.68741,242.18999,253.74747,253.57684,245.12999,260.31577
1.505,255.02258,258.0239,257.68741,242.18999,253.74747,253.57684,245.12999,260.31577
1.5075,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.51,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5125,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.515,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5175,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.52,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5225,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.525,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5275,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.53,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5325,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.535,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5375,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.54,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5425,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.545,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5475,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.55,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5525,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.555,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5575,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.56,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5625,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.565,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5675,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.57,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5725,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.575,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5775,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.58,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5825,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.585,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5875,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.59,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5925,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.595,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.5975,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.6,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.6025,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.605,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.6075,249.66376,252.68127,251.02687,242.18999,246.94524,245.29268,245.12999,254.35542
1.61,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6125,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
