deg,EM_H_KA_25,EM_H_K_25,EM_H_KA_12,F16_19HD,EM_H_KU_12,EM_H_KU_25,F16_37HD,EM_H_K_12,xcoord,ycoord
1.1625,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.536709,-35.422875
1.165,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.534302,-35.422198
1.1675,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.531895,-35.421522
1.17,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.529489,-35.420845
1.1725,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.527082,-35.420169
1.175,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.524675,-35.419492
1.1775,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.522269,-35.418816
1.18,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.519862,-35.418139
1.1825,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.517455,-35.417463
1.185,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.515048,-35.416786
1.1875,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.512642,-35.41611
1.19,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.510235,-35.415433
1.1925,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.507828,-35.414756
1.195,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.505422,-35.41408
1.1975,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.503015,-35.413403
1.2,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.500608,-35.412727
1.2025,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.498201,-35.41205
1.205,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.495795,-35.411374
1.2075,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.493388,-35.410697
1.21,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.490981,-35.410021
1.2125,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.488574,-35.409344
1.215,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.486168,-35.408668
1.2175,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.483761,-35.407991
1.22,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.481354,-35.407315
1.2225,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.478948,-35.406638
1.225,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.476541,-35.405962
1.2275,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.474134,-35.405285
1.23,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.471727,-35.404609
1.2325,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.469321,-35.403932
1.235,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.466914,-35.403256
1.2375,241.58682,246.26974,254.2681,229.14999,252.49223,237.93715,231.84,259.51834,-59.464507,-35.402579
1.24,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.462101,-35.401902
1.2425,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.459694,-35.401226
1.245,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.457287,-35.400549
1.2475,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.45488,-35.399873
1.25,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.452474,-35.399196
1.2525,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.450067,-35.39852
1.255,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.44766,-35.397843
1.2575,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.445253,-35.397167
1.26,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.442847,-35.39649
1.2625,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.44044,-35.395814
1.265,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.438033,-35.395137
1.2675,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.435627,-35.394461
1.27,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.43322,-35.393784
1.2725,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.430813,-35.393108
1.275,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.428406,-35.392431
1.2775,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.426,-35.391755
1.28,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.423593,-35.391078
1.2825,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.421186,-35.390402
1.285,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.41878,-35.389725
1.2875,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.416373,-35.389048
1.29,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.413966,-35.388372
1.2925,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.411559,-35.387695
1.295,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.409153,-35.387019
1.2975,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.406746,-35.386342
1.3,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.404339,-35.385666
1.3025,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.401932,-35.384989
1.305,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.399526,-35.384313
1.3075,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.397119,-35.383636
1.31,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.394712,-35.38296
1.3125,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.392306,-35.382283
1.315,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.389899,-35.381607
1.3175,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.387492,-35.38093
1.32,241.58682,246.26974,236.99417,229.14999,222.23386,237.93715,231.84,230.62729,-59.385085,-35.380254
1.3225,241.58682,246.26974,236.99417,224.5,222.23386,237.93715,224.97,230.62729,-59.382679,-35.379577
1.325,241.58682,246.26974,236.99417,224.5,222.23386,237.93715,224.97,230.62729,-59.380272,-35.378901
1.3275,241.58682,246.26974,236.99417,224.5,222.23386,237.93715,224.97,230.62729,-59.377865,-35.378224
1.33,241.58682,246.26974,236.99417,224.5,222.23386,237.93715,224.97,230.62729,-59.375459,-35.377548
1.3325,241.58682,246.26974,236.99417,224.5,222.23386,237.93715,224.97,230.62729,-59.373052,-35.376871
1.335,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.370645,-35.376194
1.3375,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.368238,-35.375518
1.34,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.365832,-35.374841
1.3425,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.363425,-35.374165
1.345,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.361018,-35.373488
1.3475,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.358611,-35.372812
1.35,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.356205,-35.372135
1.3525,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.353798,-35.371459
1.355,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.351391,-35.370782
1.3575,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.348985,-35.370106
1.36,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.346578,-35.369429
1.3625,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.344171,-35.368753
1.365,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.341764,-35.368076
1.3675,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.339358,-35.3674
1.37,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.336951,-35.366723
1.3725,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.334544,-35.366047
1.375,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.332138,-35.36537
1.3775,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.329731,-35.364694
1.38,241.58682,246.26974,236.99417,231.89,222.23386,237.93715,233.95999,230.62729,-59.327324,-35.364017
1.3825,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.324917,-35.36334
1.385,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.322511,-35.362664
1.3875,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.320104,-35.361987
1.39,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.317697,-35.361311
1.3925,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.31529,-35.360634
1.395,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.312884,-35.359958
1.3975,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.310477,-35.359281
1.4,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.30807,-35.358605
1.4025,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.305664,-35.357928
1.405,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.303257,-35.357252
1.4075,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.30085,-35.356575
1.41,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.298443,-35.355899
1.4125,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.296037,-35.355222
1.415,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.29363,-35.354546
1.4175,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.291223,-35.353869
1.42,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.288817,-35.353193
1.4225,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.28641,-35.352516
1.425,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.284003,-35.35184
1.4275,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.281596,-35.351163
1.43,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.27919,-35.350486
1.4325,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.276783,-35.34981
1.435,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.274376,-35.349133
1.4375,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.271969,-35.348457
1.44,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.269563,-35.34778
1.4425,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.267156,-35.347104
1.445,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.264749,-35.346427
1.4475,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.262343,-35.345751
1.45,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.259936,-35.345074
1.4525,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.257529,-35.344398
1.455,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.255122,-35.343721
1.4575,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.252716,-35.343045
1.46,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.250309,-35.342368
1.4625,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.247902,-35.341692
1.465,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.245496,-35.341015
1.4675,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.243089,-35.340339
1.47,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.240682,-35.339662
1.4725,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.238275,-35.338986
1.475,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.235869,-35.338309
1.4775,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.233462,-35.337632
1.48,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.231055,-35.336956
1.4825,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.228648,-35.336279
1.485,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.226242,-35.335603
1.4875,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.223835,-35.334926
1.49,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.221428,-35.33425
1.4925,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.219022,-35.333573
1.495,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.216615,-35.332897
1.4975,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.214208,-35.33222
1.5,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.211801,-35.331544
1.5025,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.209395,-35.330867
1.505,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.206988,-35.330191
1.5075,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.204581,-35.329514
1.51,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.202175,-35.328838
1.5125,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.199768,-35.328161
1.515,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.197361,-35.327485
1.5175,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.194954,-35.326808
1.52,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.192548,-35.326132
1.5225,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.190141,-35.325455
1.525,221.92567,218.17044,218.46251,231.89,211.53294,206.47742,233.95999,224.1572,-59.187734,-35.324778
1.5275,221.92567,218.17044,226.91359,231.89,208.22504,206.47742,233.95999,222.20761,-59.185327,-35.324102
1.53,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.182921,-35.323425
1.5325,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.180514,-35.322749
1.535,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.178107,-35.322072
1.5375,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.175701,-35.321396
1.54,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.173294,-35.320719
1.5425,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.170887,-35.320043
1.545,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.16848,-35.319366
1.5475,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.166074,-35.31869
1.55,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.163667,-35.318013
1.5525,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.16126,-35.317337
1.555,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.158854,-35.31666
1.5575,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.156447,-35.315984
1.56,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.15404,-35.315307
1.5625,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.151633,-35.314631
1.565,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.149227,-35.313954
1.5675,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.14682,-35.313278
1.57,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.144413,-35.312601
1.5725,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.142006,-35.311924
1.575,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.1396,-35.311248
1.5775,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.137193,-35.310571
1.58,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.134786,-35.309895
1.5825,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.13238,-35.309218
1.585,245.41742,247.07854,231.52003,231.89,223.96445,240.34717,233.95999,240.63974,-59.129973,-35.308542
1.5875,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.127566,-35.307865
1.59,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.125159,-35.307189
1.5925,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.122753,-35.306512
1.595,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.120346,-35.305836
1.5975,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.117939,-35.305159
1.6,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.115533,-35.304483
1.6025,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.113126,-35.303806
1.605,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.110719,-35.30313
1.6075,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.108312,-35.302453
1.61,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.105906,-35.301777
1.6125,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.103499,-35.3011
1.615,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.101092,-35.300424
1.6175,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.098685,-35.299747
1.62,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.096279,-35.29907
1.6225,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.093872,-35.298394
1.625,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.091465,-35.297717
1.6275,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.089059,-35.297041
1.63,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.086652,-35.296364
1.6325,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.084245,-35.295688
1.635,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.081838,-35.295011
1.6375,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.079432,-35.294335
1.64,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.077025,-35.293658
1.6425,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.074618,-35.292982
1.645,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.072212,-35.292305
1.6475,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.069805,-35.291629
1.65,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.067398,-35.290952
1.6525,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.064991,-35.290276
1.655,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.062585,-35.289599
1.6575,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.060178,-35.288923
1.66,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.057771,-35.288246
1.6625,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.055364,-35.28757
1.665,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.052958,-35.286893
1.6675,245.41742,247.07854,231.52003,232.83,223.96445,240.34717,238.92999,240.63974,-59.050551,-35.286216
1.67,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.048144,-35.28554
1.6725,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.045738,-35.284863
1.675,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.043331,-35.284187
1.6775,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.040924,-35.28351
1.68,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.038517,-35.282834
1.6825,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.036111,-35.282157
1.685,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.033704,-35.281481
1.6875,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.031297,-35.280804
1.69,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.028891,-35.280128
1.6925,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.026484,-35.279451
1.695,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.024077,-35.278775
1.6975,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.02167,-35.278098
1.7,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.019264,-35.277422
1.7025,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.016857,-35.276745
1.705,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.01445,-35.276069
1.7075,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.012043,-35.275392
1.71,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.009637,-35.274716
1.7125,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.00723,-35.274039
1.715,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.004823,-35.273362
1.7175,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.002417,-35.272686
1.72,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-59.00001,-35.272009
1.7225,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.997603,-35.271333
1.725,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.995196,-35.270656
1.7275,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.99279,-35.26998
1.73,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.990383,-35.269303
1.7325,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.987976,-35.268627
1.735,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.98557,-35.26795
1.7375,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.983163,-35.267274
1.74,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.980756,-35.266597
1.7425,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.978349,-35.265921
1.745,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.975943,-35.265244
1.7475,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.973536,-35.264568
1.75,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.971129,-35.263891
1.7525,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.968722,-35.263215
1.755,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.966316,-35.262538
1.7575,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.963909,-35.261862
1.76,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.961502,-35.261185
1.7625,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.959096,-35.260508
1.765,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.956689,-35.259832
1.7675,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.954282,-35.259155
1.77,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.951875,-35.258479
1.7725,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.949469,-35.257802
1.775,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.947062,-35.257126
1.7775,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.944655,-35.256449
1.78,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.942249,-35.255773
1.7825,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.939842,-35.255096
1.785,244.6992,244.52628,242.74869,232.83,233.87027,237.78967,238.92999,232.11124,-58.937435,-35.25442
