Id,Tbh,Tbv,IP
0,261.2861446318849,266.8623156932786,0.02111592281443236
1,260.1704351944888,267.13328006648925,0.026409238814311575
2,257.0574664003104,264.4804581437861,0.0284657793580958
3,253.16236055762596,263.32635837926324,0.03935806320245783
4,256.4090413291861,264.48792357357183,0.031019118131716972
5,254.7472636229758,264.2499430511254,0.03661938563810696
6,255.221203963542,264.32861248842704,0.03505884608748389
7,245.23639363436854,258.54269981373835,0.052825956267041736
8,256.6084137864712,263.9681805690999,0.028275442509048843
9,261.0546733284827,267.9527899748949,0.026079468154710215
10,261.60193404637226,267.77341439903034,0.023316085158788157
11,260.116202627474,266.04966750463717,0.022553590850251673
12,258.57552632925405,265.4857165726588,0.02637168970993007
13,258.03445529933316,266.13752024781127,0.030917581734582106
14,263.36414642176754,270.1762568875839,0.02553549993051474
15,259.9651600905165,268.0806209249342,0.03073771678967434
16,257.25360345114916,265.39703937988753,0.03116206223196397
17,260.6755358882359,268.6039832204158,0.02995939591817949
18,261.331930750818,267.8955544082901,0.024804545650151853
19,263.24722682116317,268.06147011632163,0.018122207759474786
20,258.8139824667629,265.5972751750115,0.02587012620115117
21,256.952905211876,265.6168586551058,0.033159030783247403
22,251.0473201243664,261.84905498551643,0.0421205350060658
23,255.6253150549234,264.4212192226119,0.03382737346729196
24,257.9808802027241,266.12019118046294,0.031060081431460846
25,257.47778325915175,265.2151507978023,0.02960578586205831
26,261.09127787879333,267.08632070862944,0.022700859884514098
27,262.051554567114,267.45157977685324,0.020396575051173725
28,258.48975493730717,264.6972302148589,0.023729471312235823
29,258.76606860498396,265.54161680900506,0.025845694780045763
30,258.6442323294239,264.9607850464968,0.02412716649939188
31,255.38160860578554,264.93725279886945,0.036729955040597416
32,258.3523130595893,265.56978881251314,0.02755171323039836
33,258.93633191368457,266.9444867919062,0.03045615886098668
34,260.55387613445623,267.3709562490159,0.025825949818582803
35,258.0037221779035,267.2374531985722,0.03515996632994458
36,263.0131770395317,267.40262890776455,0.016550984412666683
37,261.7643800663509,267.4474545109103,0.021477503234972366
38,259.48380738288444,265.6558837714394,0.023506417406720666
39,257.0449757327951,265.12146920623036,0.030934555644908924
40,259.2067902062807,266.0059052053384,0.025890901185201327
41,248.8813447674148,261.5866950356264,0.04977921937331805
42,260.26356483066576,266.5625499039123,0.023912956845049644
43,262.80923984785665,267.2233752608206,0.016656089784432945
44,261.4374246022733,267.4009975819296,0.022553478451983733
45,260.8480665924038,266.0439733211267,0.019722851495633152
46,260.4899627426623,266.724821299975,0.023652062673600826
47,259.4000522600297,265.6758870378232,0.02390448431587137
48,258.16864491566577,265.4141737226736,0.027676724862175456
49,256.2027377084176,265.29213880987595,0.034859023590577895
50,257.3976764257336,264.55016458214953,0.02740690771937842
51,255.12033251731495,264.2026531177234,0.034977541343764754
52,259.5797021267771,266.530575797406,0.026423637637547227
53,258.6487201130056,266.18926449893326,0.0287347509403424
54,262.592662351869,268.0027056556838,0.020392350291824606
55,263.6792920043969,267.6258778003797,0.01485619196001024
56,261.02666651605097,266.5681831901823,0.021006712545495396
57,259.67989003031056,266.25422370444863,0.025000597992978504
58,251.23232269536655,262.7094446718935,0.04466312218724755
59,258.80515915106633,265.99469459490285,0.027399151857678047
60,262.0141927479667,267.43176200260586,0.020465051082282495
61,263.05448475740593,267.6175796209909,0.017197418782275507
62,261.86362962388074,266.6194353041137,0.017997949209142425
63,260.7039019675831,267.07327395187565,0.02413659504390757
64,259.99655950406947,264.80502393233144,0.018324885366298418
65,261.22566455146375,267.3155435522147,0.023044102928513256
66,260.5676168473923,267.424257897813,0.02597252487542365
67,258.4882377586278,266.0237010157256,0.028733238273684184
68,260.1196498671363,266.64727057343214,0.024783715351132538
69,256.8209324968807,264.36700314145804,0.02895719616124692
70,256.0651553270166,264.179348635916,0.031193768495736195
71,262.8511828437149,268.217909210598,0.020211028836655497
72,261.9902425716751,267.1689027300586,0.019573166992816856
73,262.23395587725406,266.4093704911182,0.015796717391849128
74,263.54679077585035,268.2876873278258,0.017828466363744216
75,255.95682873619944,264.8966191028178,0.034327469286068425
76,258.102224634314,265.41019055585497,0.027918978459704046
77,261.43137339871987,267.27553087167905,0.022107362040312144
78,262.7142760695053,267.4362865812441,0.01781384702537626
79,264.7204770488811,268.7672141289494,0.015170873281570657
80,263.0327674929736,268.0912200851846,0.01904810443707026
81,261.97255507776293,265.8973852883804,0.014870444063911331
82,262.970828865955,267.5118468289662,0.017120325209725507
