-4.000000000000000000e+03,3.690527036594402066e+00,3.434718114565693092e+00
-3.000000000000000000e+03,2.768728521876584470e+00,2.589197342143711111e+00
-2.000000000000000000e+03,1.886071769463697700e+00,1.779011023381158907e+00
-1.500000000000000000e+03,1.465922544546603978e+00,1.395120814211149973e+00
-1.000000000000000000e+03,1.075829580392128504e+00,1.042251408365095555e+00
-5.000000000000000000e+02,7.563975669656982648e-01,7.590740188184392778e-01
-2.500000000000000000e+02,6.557000359269665735e-01,6.712773443452666466e-01
0.000000000000000000e+00,6.229516774221777187e-01,6.408754565622946098e-01
2.500000000000000000e+02,6.685207992839462543e-01,6.753441911284735477e-01
5.000000000000000000e+02,7.779488459619945395e-01,7.657281007599935352e-01
1.000000000000000000e+03,1.106859700247035283e+00,1.050863592428592730e+00
1.500000000000000000e+03,1.502313428804915141e+00,1.401683633820113295e+00
2.000000000000000000e+03,1.925393088378709372e+00,1.780132246690918407e+00
3.000000000000000000e+03,2.815410241684205506e+00,2.576494154437317885e+00
4.000000000000000000e+03,3.743362844030972081e+00,3.400825796035031434e+00
