-4.000000000000000000e+03,3.291757617899652377e+00,3.177400838084083912e+00
-3.000000000000000000e+03,2.431414851142125411e+00,2.340996447675574021e+00
-2.000000000000000000e+03,1.621015731652079461e+00,1.555689403697179785e+00
-1.500000000000000000e+03,1.238240698355580927e+00,1.187179374637223228e+00
-1.000000000000000000e+03,8.811350525891749053e-01,8.477126758698049214e-01
-5.000000000000000000e+02,5.762366776357312759e-01,5.694068722455115639e-01
-2.500000000000000000e+02,4.759556913245990284e-01,4.859564212897914404e-01
0.000000000000000000e+00,4.456522905642586463e-01,4.681643336882637674e-01
2.500000000000000000e+02,4.978783788339969929e-01,5.216334747887412249e-01
5.000000000000000000e+02,6.132366831224267401e-01,6.294239780190524769e-01
1.000000000000000000e+03,9.369868661938514087e-01,9.256443663896922747e-01
1.500000000000000000e+03,1.311549344929019423e+00,1.267074427466171826e+00
2.000000000000000000e+03,1.714864466250783703e+00,1.629713066763917251e+00
3.000000000000000000e+03,2.574537908847502443e+00,2.395396402928044122e+00
4.000000000000000000e+03,3.490732356956220528e+00,3.198182169632533434e+00
