-4.000000000000000000e+03,5.168834549233916498e+00,4.574943132090784736e+00
-3.000000000000000000e+03,4.227581347997221961e+00,3.756683253074091677e+00
-2.000000000000000000e+03,3.392169734731038666e+00,3.065553928238401227e+00
-1.500000000000000000e+03,3.037859705624311957e+00,2.792540702015680498e+00
-1.000000000000000000e+03,2.745357399203030901e+00,2.587545954242232771e+00
-5.000000000000000000e+02,2.534343786989099456e+00,2.463839665926109035e+00
-2.500000000000000000e+02,2.466173807175021881e+00,2.436720438370263420e+00
0.000000000000000000e+00,2.424887806376761823e+00,2.433744102411842913e+00
2.500000000000000000e+02,2.411568243443358295e+00,2.454874412938950368e+00
5.000000000000000000e+02,2.427257308705060179e+00,2.498471049138675681e+00
1.000000000000000000e+03,2.540997788860333007e+00,2.649321157260960291e+00
1.500000000000000000e+03,2.749126586420178597e+00,2.872900706634450518e+00
2.000000000000000000e+03,3.032659985746412712e+00,3.151651433061492646e+00
3.000000000000000000e+03,3.748331760050382488e+00,3.824427564048957784e+00
4.000000000000000000e+03,4.580733568606983219e+00,4.591278130836460747e+00
