-4.000000000000000000e+03,3.399305108541213372e+00,3.217182851252047726e+00
-3.000000000000000000e+03,2.484184666702526023e+00,2.377894995296994551e+00
-2.000000000000000000e+03,1.636600960044265918e+00,1.590211518855236816e+00
-1.500000000000000000e+03,1.239261238490402706e+00,1.220256140843293258e+00
-1.000000000000000000e+03,8.659032359211690233e-01,8.784154706473642493e-01
-5.000000000000000000e+02,5.396256580838170169e-01,5.931148331477842373e-01
-2.500000000000000000e+02,4.265285202237572570e-01,5.008886112237823651e-01
0.000000000000000000e+00,3.891792546832664179e-01,4.710127968782923391e-01
2.500000000000000000e+02,4.462092282826438661e-01,5.129576809402957016e-01
5.000000000000000000e+02,5.713852454336174613e-01,6.132545402129934153e-01
1.000000000000000000e+03,9.069819850461732225e-01,9.031081785142229812e-01
1.500000000000000000e+03,1.287842482927543220e+00,1.243241776353864347e+00
2.000000000000000000e+03,1.690025012154413142e+00,1.606571157679337114e+00
3.000000000000000000e+03,2.544677269066925707e+00,2.375276704562735208e+00
4.000000000000000000e+03,3.456809761106474532e+00,3.181594779447148191e+00
