-4.000000000000000000e+03,3.623001978472598861e+00,3.521514134615315594e+00
-3.000000000000000000e+03,2.731883691277621651e+00,2.666538883799811188e+00
-2.000000000000000000e+03,1.886863133543872584e+00,1.848296354317616741e+00
-1.500000000000000000e+03,1.489711166481512139e+00,1.461234812849856679e+00
-1.000000000000000000e+03,1.126916942756972961e+00,1.105159939003881098e+00
-5.000000000000000000e+02,8.372460869795312899e-01,8.153998151147229256e-01
-2.500000000000000000e+02,7.459105286024950709e-01,7.194308579597469278e-01
0.000000000000000000e+00,7.103320007319702256e-01,6.764155779665111945e-01
2.500000000000000000e+02,7.385368207112349426e-01,6.955018672629276200e-01
5.000000000000000000e+02,8.242811957254452260e-01,7.717815597013966133e-01
1.000000000000000000e+03,1.107517113634530315e+00,1.037394352209519255e+00
1.500000000000000000e+03,1.467198018234458612e+00,1.378286022205483130e+00
2.000000000000000000e+03,1.861864584698417424e+00,1.750883039700595001e+00
3.000000000000000000e+03,2.705658325241917961e+00,2.539531796642128914e+00
4.000000000000000000e+03,3.595354148289303442e+00,3.358242532408119985e+00
