-4.000000000000000000e+03,4.129583744069392992e+00,3.575237517420609024e+00
-3.000000000000000000e+03,3.108750359175226130e+00,2.705457434064815203e+00
-2.000000000000000000e+03,2.136165995187208733e+00,1.874669395311940434e+00
-1.500000000000000000e+03,1.676820442841785885e+00,1.484021003371124525e+00
-1.000000000000000000e+03,1.253719852658569778e+00,1.129114273750404296e+00
-5.000000000000000000e+02,9.120158849325183947e-01,8.503399560750142250e-01
-2.500000000000000000e+02,8.041495728131957677e-01,7.653030354960362880e-01
0.000000000000000000e+00,7.637534232024537628e-01,7.350617696973656967e-01
2.500000000000000000e+02,8.015195460614368272e-01,7.653271843875462110e-01
5.000000000000000000e+02,9.066142615833122642e-01,8.493662189595965195e-01
1.000000000000000000e+03,1.245332933077443860e+00,1.124787477795812007e+00
1.500000000000000000e+03,1.665840152316330425e+00,1.473264071186269897e+00
2.000000000000000000e+03,2.121294028623399885e+00,1.853650036777036547e+00
3.000000000000000000e+03,3.084139200632753042e+00,2.656901470299767531e+00
4.000000000000000000e+03,4.090610814905489612e+00,3.489252509036596894e+00
